agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu,date_range_interval,date_range_yrs,parameter_nm,parameter_units
USGS,400844105530800,LAKE GRANBY NEAR GRANBY SITE 2 (WEST SIDE),LK,40.14554127,-105.8861245,M,NAD83,NA,NA,NA,14010001,qw,70954,NA,0,NA,wat,BIO,49890,0,1989-05-24,2000-09-28,47,1989-05-24 UTC--2000-09-28 UTC,11.344284736481862,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,402114105350101,"BIG THOMPSON BL MORAINE PARK NR ESTES PARK, CO",ST,40.3538729,-105.5841679,R,NAD83,8005,15,NGVD29,10190006,qw,70957,NA,0,NA,bio,BIO,47076,0,2002-07-17,2019-08-12,11,2002-07-17 UTC--2019-08-12 UTC,17.07118412046544,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,09018500,"LAKE GRANBY NEAR GRANBY, CO.",LK,40.1497079,-105.8614013,F,NAD83,NA,NA,NA,14010001,qw,70954,NA,0,NA,wat,BIO,49890,0,1989-05-24,2003-10-16,51,1989-05-24 UTC--2003-10-16 UTC,14.393566050650243,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,09113980,"OHIO CREEK ABOVE MOUTH NR GUNNISON, CO",ST,38.5877696,-106.931432,S,NAD83,7770,10,NGVD29,14020002,qw,70957,NA,0,NA,bio,BIO,47076,0,2002-08-06,2019-09-04,17,2002-08-06 UTC--2019-09-04 UTC,17.07939767282683,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,09018500,"LAKE GRANBY NEAR GRANBY, CO.",LK,40.1497079,-105.8614013,F,NAD83,NA,NA,NA,14010001,qw,70953,NA,0,NA,wat,BIO,47076,0,1989-05-24,2008-09-17,63,1989-05-24 UTC--2008-09-17 UTC,19.315708418891173,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,09112500,"EAST RIVER AT ALMONT, CO",ST,38.66443715,-106.848095,S,NAD83,8006.29,2.,NGVD29,14020001,qw,70957,NA,0,NA,bio,BIO,47076,0,2001-07-17,2019-09-04,19,2001-07-17 UTC--2019-09-04 UTC,18.132614647501708,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,09107000,"TAYLOR RIVER AT TAYLOR PARK, CO.",ST,38.86027127,-106.5666966,S,NAD83,9340.00,10,NGVD29,14020001,qw,70957,NA,0,NA,bio,BIO,47076,0,2007-08-14,2019-09-04,14,2007-08-14 UTC--2019-09-04 UTC,12.057494866529776,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,09065500,"GORE CREEK AT UPPER STATION, NEAR MINTURN, CO.",ST,39.6258193,-106.2780823,S,NAD83,8600,20,NGVD29,14010003,qw,70950,NA,0,NA,bio,BIO,0,0,2000-08-18,2013-09-09,5,2000-08-18 UTC--2013-09-09 UTC,13.060232717316907,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,09065500,"GORE CREEK AT UPPER STATION, NEAR MINTURN, CO.",ST,39.6258193,-106.2780823,S,NAD83,8600,20,NGVD29,14010003,qw,70957,NA,0,NA,bio,BIO,47076,0,2000-08-18,2013-09-09,5,2000-08-18 UTC--2013-09-09 UTC,13.060232717316907,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,09107000,"TAYLOR RIVER AT TAYLOR PARK, CO.",ST,38.86027127,-106.5666966,S,NAD83,9340.00,10,NGVD29,14020001,qw,70950,NA,0,NA,bio,BIO,0,0,2007-08-14,2018-10-23,11,2007-08-14 UTC--2018-10-23 UTC,11.191307323750852,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,383126106475600,"TOMICHI CK. BLW. COCHETOPA CK. NR. PARLIN, CO",ST,38.52388036,-106.7994826,S,NAD83,7810,20,NGVD29,14020003,qw,70957,NA,0,NA,bio,BIO,47076,0,2001-07-18,2019-09-05,32,2001-07-18 UTC--2019-09-05 UTC,18.132614647501708,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,385224106590100,"COAL CREEK ABOVE MOUTH AT CRESTED BUTTE, CO",ST,38.8733257,-106.9842119,S,NAD83,8383,10,NGVD29,14020001,qw,70950,NA,0,NA,bio,BIO,0,0,2002-08-05,2017-09-11,14,2002-08-05 UTC--2017-09-11 UTC,15.099760438056125,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,383103106594200,"GUNNISON RIVER AT CNTY RD 32 BELOW GUNNISON, CO",ST,38.51725556,-106.99545,F,NAD83,7573,4.3,NAVD88,14020002,qw,70957,NA,0,NA,bio,BIO,47076,0,2003-08-29,2019-09-05,15,2003-08-29 UTC--2019-09-05 UTC,16.019164955509925,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT",ST,41.59749167,-71.9840944,H,NAD83,63.07,.01,NGVD29,01100001,qw,70953,NA,0,NA,wat,BIO,47076,0,1977-08-09,2001-09-26,31,1977-08-09 UTC--2001-09-26 UTC,24.129876796714587,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,01200600,"HOUSATONIC RIVER NEAR NEW MILFORD, CT",ST,41.5931499,-73.4495669,U,NAD83,201,5,NGVD29,01100005,qw,70953,NA,0,NA,wat,BIO,47076,0,1976-11-08,2005-09-08,27,1976-11-08 UTC--2005-09-08 UTC,28.833333333333325,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,01209700,"NORWALK RIVER AT SOUTH WILTON, CT",ST,41.16376667,-73.4195444,H,NAD83,115.69,.01,NGVD29,01100006,qw,70950,NA,0,NA,bio,BIO,0,0,2002-08-27,2016-09-13,9,2002-08-27 UTC--2016-09-13 UTC,14.046543463381246,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,01127000,"QUINEBAUG RIVER AT JEWETT CITY, CT",ST,41.59749167,-71.9840944,H,NAD83,63.07,.01,NGVD29,01100001,qw,70954,NA,0,NA,wat,BIO,49890,0,1977-08-09,2001-09-26,31,1977-08-09 UTC--2001-09-26 UTC,24.129876796714587,"Chlorophyll b, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,01184000,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",ST,41.9873186,-72.6053669,S,NAD83,27.75,0.2,NAVD88,01080205,qw,70953,NA,0,NA,wat,BIO,47076,0,1977-08-17,2019-10-09,38,1977-08-17 UTC--2019-10-09 UTC,42.143566050650236,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,01209710,"NORWALK RIVER AT WINNIPAUK,CT.",ST,41.13537426,-73.426231,S,NAD83,52,5,NGVD29,01100006,qw,70957,NA,0,NA,bio,BIO,47076,0,2002-08-27,2019-08-19,14,2002-08-27 UTC--2019-08-19 UTC,16.9796372347707,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,415652071540801,"West Thompson Lake, Top Sample, nr W. Thompson, CT",LK,41.94787545,-71.901739,F,NAD83,306,10,NGVD29,01100001,qw,70953,NA,0,NA,wat,BIO,47076,0,1995-08-07,2005-09-14,14,1995-08-07 UTC--2005-09-14 UTC,10.102498288843261,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,01209700,"NORWALK RIVER AT SOUTH WILTON, CT",ST,41.16376667,-73.4195444,H,NAD83,115.69,.01,NGVD29,01100006,qw,70957,NA,0,NA,bio,BIO,47076,0,2002-08-27,2016-09-13,10,2002-08-27 UTC--2016-09-13 UTC,14.046543463381246,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,01209710,"NORWALK RIVER AT WINNIPAUK,CT.",ST,41.13537426,-73.426231,S,NAD83,52,5,NGVD29,01100006,qw,70950,NA,0,NA,bio,BIO,0,0,2002-08-27,2019-08-19,14,2002-08-27 UTC--2019-08-19 UTC,16.9796372347707,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,264257081454100,"CALOOSAHATCHEE R AT SR-31 BRIDGE NR FT MYERS, FL",ST,26.71574444,-81.76225,S,NAD83,NA,NA,NA,03090205,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-08,2019-08-19,6,1982-12-08 UTC--2019-08-19 UTC,36.696783025325125,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,02234205,"LAKE ADAIR AT ORLANDO, FLA.",LK,28.55833474,-81.388681,S,NAD83,NA,NA,NA,03080101,qw,70953,NA,0,NA,wat,BIO,47076,0,1979-04-26,2001-05-29,2,1979-04-26 UTC--2001-05-29 UTC,22.091546885694726,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,02292900,"CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA",ST,26.72173487,-81.69313699,S,NAD83,0,.01,NGVD29,03090205,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-08,2019-08-20,26,1982-12-08 UTC--2019-08-20 UTC,36.69952087611225,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,265355082075500,UPPER CHARLOTTE HARB TRANSECT 2 NR PUNTA GORDA FL,ES,26.89895186,-82.1317574,F,NAD83,NA,NA,NA,03100103,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-14,1996-12-17,59,1982-12-14 UTC--1996-12-17 UTC,14.008213552361397,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,02297330,PEACE RIVER AT FT. OGDEN FL,ST,27.08838815,-81.9939755,F,NAD83,NA,NA,NA,03100101,qw,70953,NA,0,NA,wat,BIO,47076,0,1985-01-15,1996-12-17,19,1985-01-15 UTC--1996-12-17 UTC,11.922142368240932,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,264115081473200,"ORANGE RIVER AT SR-80 NEAR FT MYERS, FLA",ST,26.68886944,-81.7924806,S,NAD83,NA,NA,NA,03090205,qw,70953,NA,0,NA,wat,BIO,47076,0,1982-12-08,2019-08-19,6,1982-12-08 UTC--2019-08-19 UTC,36.696783025325125,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,265022081045000,"RIM CANAL E OF ALVIN MOORE RAMP AT MOORE HAVEN,FL",ST,26.8394861,-81.0807722,S,NAD83,NA,NA,NA,03090201,qw,70953,NA,0,NA,wat,BIO,47076,0,1999-08-25,2019-08-22,8,1999-08-25 UTC--2019-08-22 UTC,19.993326488706362,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,02338523,"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA",ST,33.3407222,-85.2267222,S,NAD83,910.00,1,NGVD29,03130002,qw,70957,NA,0,NA,bio,BIO,47076,0,2002-06-19,2019-05-20,20,2002-06-19 UTC--2019-05-20 UTC,16.9194045174538,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,02335910,"ROTTENWOOD CR AT INTERSTATE N PKWY, NR SMYRNA, GA",ST,33.8937143,-84.4577076,U,NAD83,820.2,.1,NAVD88,03130001,qw,70950,NA,0,NA,bio,BIO,0,0,2002-06-27,2014-06-06,3,2002-06-27 UTC--2014-06-06 UTC,11.944045174537989,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,02335910,"ROTTENWOOD CR AT INTERSTATE N PKWY, NR SMYRNA, GA",ST,33.8937143,-84.4577076,U,NAD83,820.2,.1,NAVD88,03130001,qw,70957,NA,0,NA,bio,BIO,47076,0,2002-06-27,2014-06-06,4,2002-06-27 UTC--2014-06-06 UTC,11.944045174537989,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,02338523,"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA",ST,33.3407222,-85.2267222,S,NAD83,910.00,1,NGVD29,03130002,qw,70950,NA,0,NA,bio,BIO,0,0,2002-06-19,2019-05-20,19,2002-06-19 UTC--2019-05-20 UTC,16.9194045174538,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,02207414,"RANDY POYNTER LAKE AT SPILLWAY, NEAR MILSTEAD, GA",LK,33.73027778,-83.93638889,S,NAD83,680,20,NGVD29,03070103,qw,70953,NA,0,NA,wat,BIO,47076,0,2002-12-03,2012-12-18,64,2002-12-03 UTC--2012-12-18 UTC,10.04106776180698,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,02335870,"SOPE CREEK NEAR MARIETTA, GA",ST,33.95388889,-84.4433333,S,NAD83,881.4,.1,NAVD88,03130001,qw,70950,NA,0,NA,bio,BIO,0,0,2002-06-24,2019-05-20,23,2002-06-24 UTC--2019-05-20 UTC,16.904517453798768,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,02335870,"SOPE CREEK NEAR MARIETTA, GA",ST,33.95388889,-84.4433333,S,NAD83,881.4,.1,NAVD88,03130001,qw,70957,NA,0,NA,bio,BIO,47076,0,1995-05-22,2019-05-20,24,1995-05-22 UTC--2019-05-20 UTC,23.993326488706362,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,02337500,"SNAKE CREEK NEAR WHITESBURG, GA",ST,33.52955639,-84.9282734,S,NAD83,832.9,.1,NAVD88,03130002,qw,70957,NA,0,NA,bio,BIO,47076,0,1995-05-23,2014-06-08,2,1995-05-23 UTC--2014-06-08 UTC,19.043805612594117,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,05490500,"Des Moines River at Keosauqua, IA",ST,40.72780589,-91.959617,F,NAD83,547.36,.01,NGVD29,07100009,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-18,2014-08-18,133,2004-03-18 UTC--2014-08-18 UTC,10.416666666666668,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05451210,"South Fork Iowa River NE of New Providence, IA",ST,42.3150833,-93.1520556,S,NAD83,943.97,.01,NGVD29,07080207,qw,70950,NA,0,NA,bio,BIO,0,0,2007-06-12,2017-08-16,14,2007-06-12 UTC--2017-08-16 UTC,10.177618069815193,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,05418600,"Maquoketa River near Spragueville, IA",ST,42.101271,-90.51788149,1,NAD83,NA,NA,NA,07060006,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-15,2014-09-23,121,2004-03-15 UTC--2014-09-23 UTC,10.521902806297057,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05412500,"Turkey River at Garber, IA",ST,42.7399884,-91.261799,F,NAD83,634.46,.01,NGVD29,07060004,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-15,2014-09-24,120,2004-03-15 UTC--2014-09-24 UTC,10.524640657084191,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05422000,"Wapsipinicon River near De Witt, IA",ST,41.76697439,-90.5348588,F,NAD83,598.81,.01,NGVD29,07080103,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-17,2014-09-23,120,2004-03-17 UTC--2014-09-23 UTC,10.516427104722792,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05451210,"South Fork Iowa River NE of New Providence, IA",ST,42.3150833,-93.1520556,S,NAD83,943.97,.01,NGVD29,07080207,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-02,2013-07-29,20,2000-11-02 UTC--2013-07-29 UTC,12.740588637919235,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,06607500,"Little Sioux River near Turin, IA",ST,41.9644323,-95.9727884,F,NAD83,1019.85,.01,NGVD29,10230003,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-10,2014-09-15,124,2004-03-10 UTC--2014-09-15 UTC,10.513689253935665,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,06609500,"Boyer River at Logan, IA",ST,41.6416111,-95.7822222,1,NAD83,1009.38,.01,NGVD29,10230007,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-12,2014-09-15,122,2004-03-12 UTC--2014-09-15 UTC,10.508213552361397,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,06810000,"Nishnabotna River above Hamburg, IA",ST,40.60166667,-95.645,S,NAD83,894.17,.01,NGVD29,10240004,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-11,2014-09-16,124,2004-03-11 UTC--2014-09-16 UTC,10.513689253935665,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05457700,"Cedar River at Charles City, IA",ST,43.06219456,-92.6738835,1,NAD83,973.02,.01,NGVD29,07080201,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-13,2012-09-25,5,2000-11-13 UTC--2012-09-25 UTC,11.866187542778922,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05458150,"Cedar River near Plainfield, IA",ST,42.84764485,-92.520907,T,NAD83,NA,NA,NA,07080201,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-13,2012-09-25,5,2000-11-13 UTC--2012-09-25 UTC,11.866187542778922,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05458500,"Cedar River at Janesville, IA",ST,42.64831555,-92.4651859,F,NAD83,868.26,.01,NGVD29,07080201,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-14,2012-09-25,7,2000-11-14 UTC--2012-09-25 UTC,11.863449691991788,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05463050,"Cedar River at Cedar Falls, IA",ST,42.53756756,-92.4434929,F,NAD83,763.00,.01,NGVD29,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-14,2012-09-26,5,2000-11-14 UTC--2012-09-26 UTC,11.866187542778922,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,0546431750,"Cedar River at County Hwy W26 near Urbana, IA",ST,42.18674389,-91.8722617,H,NAD83,755,5,NGVD29,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-15,2012-09-27,6,2000-11-15 UTC--2012-09-27 UTC,11.866187542778922,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05464420,"Cedar River at Blairs Ferry Road at Palo, IA",ST,42.06916346,-91.7851803,F,NAD83,725.71,.01,NGVD29,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-16,2012-09-27,7,2000-11-16 UTC--2012-09-27 UTC,11.863449691991788,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05458900,"West Fork Cedar River at Finchford, IA",ST,42.6294261,-92.54352199,S,NAD83,867.54,.01,NGVD29,07080204,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-14,2012-09-25,7,2000-11-14 UTC--2012-09-25 UTC,11.863449691991788,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05462000,"Shell Rock River at Shell Rock, IA",ST,42.7119245,-92.5829664,F,NAD83,885.34,.01,NGVD29,07080202,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-13,2012-09-26,8,2000-11-13 UTC--2012-09-26 UTC,11.86892539356605,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05464220,"Wolf Creek near Dysart, IA",ST,42.25152778,-92.2988889,S,NAD83,835.00,5,NGVD29,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-15,2013-07-31,9,2000-11-15 UTC--2013-07-31 UTC,12.710472279260783,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05464302,"Cedar River near Brandon, IA",ST,42.2930474,-92.0596246,F,NAD83,790,10,NGVD29,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-15,2012-09-26,6,2000-11-15 UTC--2012-09-26 UTC,11.863449691991788,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05464480,"Cedar River at Edgewood Road at Cedar Rapids, IA",ST,42.0116655,-91.704903,S,NAD83,713,10,NAVD88,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-16,2012-09-27,7,2000-11-16 UTC--2012-09-27 UTC,11.863449691991788,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05464765,"Cedar River at Highway 30 near Bertram, IA",ST,41.9260603,-91.5510368,T,NAD83,NA,NA,NA,07080206,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-16,2012-09-27,5,2000-11-16 UTC--2012-09-27 UTC,11.863449691991788,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05465500,"Iowa River at Wapello, IA",ST,41.1780861,-91.1820939,F,NAD83,538.17,.01,NGVD29,07080209,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-01,2014-09-17,130,2000-11-01 UTC--2014-09-17 UTC,13.877138945927449,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05464315,"Cedar River at Vinton, IA",ST,42.1708283,-92.0237917,F,NAD83,762.06,.01,NGVD29,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-15,2012-09-27,7,2000-11-15 UTC--2012-09-27 UTC,11.866187542778922,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05464090,"Cedar River near La Porte City, IA",ST,42.335,-92.1644444,S,NAD83,805.67,.01,NAVD88,07080205,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-14,2012-09-26,7,2000-11-14 UTC--2012-09-26 UTC,11.866187542778922,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05474000,"Skunk River at Augusta, IA",ST,40.75365038,-91.2770942,S,NAD83,521.24,.01,NGVD29,07080107,qw,70953,NA,0,NA,wat,BIO,47076,0,2004-03-17,2014-09-22,119,2004-03-17 UTC--2014-09-22 UTC,10.513689253935665,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05465500,"Iowa River at Wapello, IA",ST,41.1780861,-91.1820939,F,NAD83,538.17,.01,NGVD29,07080209,qw,70957,NA,0,NA,wat,BIO,47076,0,1978-05-11,2003-08-20,7,1978-05-11 UTC--2003-08-20 UTC,25.274640657084188,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,05457470,"Cedar River at Saint Ansgar, IA",ST,43.37146716,-92.9361684,M,NAD83,NA,NA,NA,07080201,qw,70953,NA,0,NA,wat,BIO,47076,0,2000-11-13,2012-09-25,5,2000-11-13 UTC--2012-09-25 UTC,11.866187542778922,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,05451210,"South Fork Iowa River NE of New Providence, IA",ST,42.3150833,-93.1520556,S,NAD83,943.97,.01,NGVD29,07080207,qw,70957,NA,0,NA,bio,BIO,47076,0,2004-08-11,2017-08-16,18,2004-08-11 UTC--2017-08-16 UTC,13.013689253935665,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,13092747,ROCK CREEK AB HWY 30/93 XING AT TWIN FALLS ID,ST,42.5625,-114.4947222,S,NAD83,3630,1,NGVD29,17040212,qw,70950,NA,0,NA,bio,BIO,0,0,1993-07-14,2019-07-08,23,1993-07-14 UTC--2019-07-08 UTC,25.98237508555783,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,13092747,ROCK CREEK AB HWY 30/93 XING AT TWIN FALLS ID,ST,42.5625,-114.4947222,S,NAD83,3630,1,NGVD29,17040212,qw,70957,NA,0,NA,bio,BIO,47076,0,1993-07-14,2019-07-08,23,1993-07-14 UTC--2019-07-08 UTC,25.98237508555783,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,13095175,BRIGGS SPRING AT HEAD NEAR BUHL ID,SP,42.67388889,-114.8091667,S,NAD83,3005.,20.,NGVD29,17040212,qw,70950,NA,0,NA,bio,BIO,0,0,1994-04-20,2007-07-10,4,1994-04-20 UTC--2007-07-10 UTC,13.22142368240931,"Biomass/chlorophyll ratio, periphyton, number",None
USGS,13154500,SNAKE RIVER AT KING HILL ID,ST,43.0022222,-115.2025,S,NAD83,2492.30,.01,NGVD29,17050101,qw,70957,NA,0,NA,bio,BIO,47076,0,1993-07-13,2006-06-27,11,1993-07-13 UTC--2006-06-27 UTC,12.95499657768652,"Chlorophyll a, periphyton, chromatographic-fluorometric method, milligrams per square meter",mg/m2
USGS,13203760,BOISE RIVER AT ECKERT RD NR BOISE ID,ST,43.56572358,-116.1320577,F,NAD83,2750.,20.,NGVD29,17050114,qw,32223,NA,0,NA,bio,BIO,47076,0,1995-10-02,2019-10-08,55,1995-10-02 UTC--2019-10-08 UTC,24.01642710472279,"Chlorophyll a, periphyton, spectrophotometric method, corrected, milligrams per square meter",mg/m2
USGS,13213030,BOISE RIVER AT MOUTH NR PARMA ID,ST,43.81516145,-117.0204359,F,NAD83,NA,NA,NA,17050115,qw,32223,NA,0,NA,bio,BIO,47076,0,1995-10-04,2019-10-07,51,1995-10-04 UTC--2019-10-07 UTC,24.008213552361386,"Chlorophyll a, periphyton, spectrophotometric method, corrected, milligrams per square meter",mg/m2
USGS,445550116055000,PAYETTE LAKE ST. 1 SW BASIN NR MCCALL ID,LK,44.9304506,-116.0981806,F,NAD83,NA,NA,NA,17050123,qw,70953,NA,0,NA,wat,BIO,47076,0,1995-05-10,2005-08-17,59,1995-05-10 UTC--2005-08-17 UTC,10.269164955509927,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",ug/l
USGS,13210050,BOISE RIVER NR MIDDLETON ID,ST,43.6848841,-116.5737442,S,NAD83,2410.,20.,NGVD29,17050114,qw,32223,NA,0,NA,bio,BIO,47076,0,1995-10-03,2019-10-07,55,1995-10-03 UTC--2019-10-07 UTC,24.010951403148535,"Chlorophyll a, periphyton, spectrophotometric method, corrected, milligrams per square meter",mg/m2
USGS,13211000,BOISE RIVER AT HWY 20-26 XING NR CALDWELL ID,ST,43.68888889,-116.6863889,S,NAD83,2350,10,NGVD29,17050114,qw,32223,NA,0,NA,bio,BIO,47076,0,1995-10-05,2019-10-07,52,1995-10-05 UTC--2019-10-07 UTC,24.005475701574266,"Chlorophyll a, periphyton, spectrophotometric method, corrected, milligrams per square meter",mg/m2
