MonitoringLocationIdentifier,CharacteristicName,ResultMeasure.MeasureUnitCode,count,begin_datetime,end_datetime,max,station_nm,agency_cd,site_no,dec_lat_va,dec_lon_va,hucCd,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName,begin_date,end_date,date_range_interval,date_range_yrs
USGS-09421500,Nitrogen,NA,71,NA,NA,NA,"COLORADO RV BLW HOOVER DAM, AZ-NV",USGS-NV,USGS-09421500,36.0152585,-114.73859360000002,15030101,USGS-NV,USGS Nevada Water Science Center,"COLORADO RV BLW HOOVER DAM, AZ-NV",Stream,NA,15030101,171700,sq mi,NA,NA,36.0152585,-114.73859360000002,24000,1,seconds,Interpolated from MAP.,NAD83,675.49,feet,33,feet,Interpolated from topographic map.,NGVD29,US,32,003,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2000-08-10,2016-05-12,497145600,15.75359342915811
21NEV1_WQX-NV06-102-M-006,Nitrogen,mg/l,362,NA,NA,0.8150000000000002,Truckee River @ Circle C Ranch,21NEV1_WQX,21NEV1_WQX-NV06-102-M-006,39.5072784,-119.90339660000001,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Truckee River @ Circle C Ranch,River/Stream,TRUCKEE RIVER LONG TERM MONITORING SITE.  THIS SITE IS SAMPLED MONTHLY BY DRI.  ITS LOCATED ON THE NORTHEAST BANK 10 YARDS UPSTREAM OF AN UNUSED BRIDGE OVER THE RIVER AT WHITE FIR DRIVE AND IS REACHED VIA WEST 4TH ST. AND WOODLAND AVE.,16050102,NA,NA,NA,NA,39.5072784,-119.90339660000001,NA,NA,NA,Unknown,NAD83,4611,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-06,2014-02-13,476668800,15.1047227926078
21NEV1_WQX-NV06-102-M-007,Nitrogen,mg/l,362,NA,NA,0.717,Truckee River @ Idlewild Park,21NEV1_WQX,21NEV1_WQX-NV06-102-M-007,39.520250000000004,-119.82672999999998,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Truckee River @ Idlewild Park,River/Stream,TRUCKEE RIVER LONG TERM MONITORING SITE.  THIS SITE IS SAMPLED MONTHLY BY DRI.  ITS LOCATED ON THE SOUTH BANK IN IDLEWILD PARK APPROXIMATELY 600 YARDS UPSTREAM OF THE BOOTH STREET BRIDGE.  NBEH (PRECURSOR TO NDEP) BEGAN SAMPLING AT THIS SITE ON 11-02-1966,16050102,NA,NA,NA,NA,39.520250000000004,-119.82672999999998,NA,NA,NA,Unknown,NAD83,4535,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-06,2014-02-13,476668800,15.1047227926078
21NEV1_WQX-NV06-102-C-001,Nitrogen,mg/l,36,NA,NA,3.756,North Truckee Drain,21NEV1_WQX,21NEV1_WQX-NV06-102-C-001,39.52489,-119.7057,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,North Truckee Drain,River/Stream,NA,16050102,NA,NA,NA,NA,39.52489,-119.7057,NA,NA,NA,Unknown,NAD83,4395,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-06,2014-01-16,474249600,15.028062970568103
21NEV1_WQX-NV06-102-M-008,Nitrogen,mg/l,36,NA,NA,0.366,Truckee River @ East McCarran Bridge,21NEV1_WQX,21NEV1_WQX-NV06-102-M-008,39.517399999999995,-119.74110000000002,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Truckee River @ East McCarran Bridge,River/Stream,From Idlewild to East McCarran Blvd,16050102,NA,NA,NA,NA,39.517399999999995,-119.74110000000002,NA,NA,NA,Unknown,UNKWN,4400,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-06,2014-01-15,474163200,15.025325119780971
21NEV1_WQX-NV06-102-T-024,Nitrogen,mg/l,36,NA,NA,1.902,Steamboat Creek above WWTP,21NEV1_WQX,21NEV1_WQX-NV06-102-T-024,39.512950000000004,-119.7124,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek above WWTP,Lake,"From gaging station # 10349300, located in the S 1/2 of Sec 33, T18N, R20E, MDBM to its confluence with the Truckee River",16050102,NA,NA,NA,NA,39.512950000000004,-119.7124,NA,NA,NA,Unknown,UNKWN,4396,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-06,2014-01-15,474163200,15.025325119780971
21NEV1_WQX-NV06-102-M-010,Nitrogen,mg/l,32,NA,NA,0.9570000000000002,Truckee River @ Tracy,21NEV1_WQX,21NEV1_WQX-NV06-102-M-010,39.56472,-119.4869,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Truckee River @ Tracy,River/Stream,From Lockwood to Derby Dam,16050102,NA,NA,NA,NA,39.56472,-119.4869,NA,NA,NA,Unknown,UNKWN,4238,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-03,2014-01-16,471830400,14.951403148528406
21NEV1_WQX-NV09-302-WF-004,Nitrogen,mg/l,94,NA,NA,1.53,West Fork Walker River @ Hudson Gage,21NEV1_WQX,21NEV1_WQX-NV09-302-WF-004,38.8096313,-119.2276001,16050302,21NEV1_WQX,Nevada Division of Environmental Protection,West Fork Walker River @ Hudson Gage,River/Stream,WALKER RIVER LONG TERM MONITORING SITE.  SITE HAS BEEN TEMPORARILY DISCONTINUED UNTIL NEXT STANDARDS REVIEW OF THE WALKER RIVER BASIN.  WEST WALKER RIVER AT HUDSON USGS GAGE #10300000 - LOCATED AT THE WILSON CANYON BRIDGE CROSSING ON NV SR 208.  SAMPLE IS,16050302,NA,NA,NA,NA,38.8096313,-119.2276001,NA,NA,NA,Unknown,NAD83,4593,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-20,2013-10-21,465523200,14.751540041067763
21NEV1_WQX-NV09-303-EF-001,Nitrogen,mg/l,112,NA,NA,1.5,East Fork Walker River @ Nordyke East,21NEV1_WQX,21NEV1_WQX-NV09-303-EF-001,38.888820599999995,-119.1679993,16050301,21NEV1_WQX,Nevada Division of Environmental Protection,East Fork Walker River @ Nordyke East,River/Stream,WALKER RIVER LONG TERM MONITORING SITE.  EAST WALKER RIVER ABOVE CONFLUENCE WITH WEST WALKER RIVER FROM EASTERN-MOST BRIDGE ON NORDYKE ROAD.  SAMPLE IS TAKEN FROM BRIDGE ON THE DOWNSTREAM SIDE.  NBEH (PRECURSOR TO NDEP) BEGAN SAMPLING THIS SITE ON 06-16-1,16050301,NA,NA,NA,NA,38.888820599999995,-119.1679993,NA,NA,NA,Unknown,NAD83,4429,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-21,2013-10-21,465436800,14.748802190280628
21NEV1_WQX-NV09-303-WF-001,Nitrogen,mg/l,112,NA,NA,1.29,West Fork Walker River @ Nordyke West,21NEV1_WQX,21NEV1_WQX-NV09-303-WF-001,38.889289899999994,-119.17939759999999,16050302,21NEV1_WQX,Nevada Division of Environmental Protection,West Fork Walker River @ Nordyke West,River/Stream,WALKER RIVER LONG TERM MONITORING SITE.  WEST WALKER RIVER ABOVE CONFLUENCE WITH EAST WALKER RIVER FROM WESTERN-MOST BRIDGE ON NORDYKE ROAD.  THE SAMPLING POINT IS THE FIRST MAJOR WATER CROSSING ON NORDYKE ROAD.  IT IS ALSO APPROXIMATELY 0.5 MILE WEST OF,16050302,NA,NA,NA,NA,38.889289899999994,-119.17939759999999,NA,NA,NA,Unknown,NAD83,4429,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-21,2013-10-21,465436800,14.748802190280628
21NEV1_WQX-NV09-303-M-002,Nitrogen,mg/l,102,NA,NA,0.9400000000000002,Walker River @ Wabuska,21NEV1_WQX,21NEV1_WQX-NV09-303-M-002,39.1517601,-119.10019679999999,16050303,21NEV1_WQX,Nevada Division of Environmental Protection,Walker River @ Wabuska,River/Stream,WALKER RIVER LONG TERM MONITORING SITE.  WALKER RIVER AT J.J. RANCH - ALSO KNOWN AS PARKER RANCH OR JULIAN RANCH.  NOT KNOWN WHERE SAMPLE WAS TAKEN.  THIS STATION USED TO BE A NBEH (PRECURSOR TO NDEP) AND NDEP SAMPLING POINT WAS TAKEN ON A MONTHLY BASIS O,16050303,NA,NA,NA,NA,39.1517601,-119.10019679999999,NA,NA,NA,Unknown,NAD83,4298,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-21,2013-10-21,465436800,14.748802190280628
USGS-09421500,Nitrogen,mg/l,58,NA,NA,0.188,"COLORADO RV BLW HOOVER DAM, AZ-NV",USGS-NV,USGS-09421500,36.0152585,-114.73859360000002,15030101,USGS-NV,USGS Nevada Water Science Center,"COLORADO RV BLW HOOVER DAM, AZ-NV",Stream,NA,15030101,171700,sq mi,NA,NA,36.0152585,-114.73859360000002,24000,1,seconds,Interpolated from MAP.,NAD83,675.49,feet,33,feet,Interpolated from topographic map.,NGVD29,US,32,003,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2001-12-04,2016-08-24,464572800,14.72142368240931
21NEV1_WQX-NV06-102-T-015,Nitrogen,mg/l,94,NA,NA,1.21,Steamboat Creek @ Rhodes Road,21NEV1_WQX,21NEV1_WQX-NV06-102-T-015,39.3771706,-119.7437973,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Rhodes Road,River/Stream,STEAMBOAT CREEK LONG TERM MONITORING SITE.  THE RHODES ROAD STATION IS LOCATED ON THE EAST SIDE OF HWY 395 NORTH.   SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL JUNE 2002 AND QUARTERLY AFTER JUNE 2004 BY NDEP PERSONNEL.,16050102,NA,NA,NA,NA,39.3771706,-119.7437973,NA,NA,NA,Unknown,NAD83,4675,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899382
21NEV1_WQX-NV06-102-T-018,Nitrogen,mg/l,80,NA,NA,1.87,Steamboat Creek @ Short Lane,21NEV1_WQX,21NEV1_WQX-NV06-102-T-018,39.46615980000001,-119.72889709999998,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Short Lane,Lake,STEAMBOAT CREEK LONG TERM MONITORING SITE.  SHORT LANE SAMPLE SITE IS LOCATED IN THE RENO CITY LIMITS.  SAMPLE IS COLLECTED ON THE DOWNSTREAM SIDE OF THE BRIDGE NEXT TO THE WASHOE COUNTY STAFF GAGE.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL JUNE 2002,16050102,NA,NA,NA,NA,39.46615980000001,-119.72889709999998,NA,NA,NA,Unknown,NAD83,4298,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899382
21NEV1_WQX-NV06-102-T-017,Nitrogen,mg/l,70,NA,NA,1.04,Steamboat Creek @ Geiger Grade,21NEV1_WQX,21NEV1_WQX-NV06-102-T-017,39.4022217,-119.74359890000001,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Geiger Grade,Lake,STEAMBOAT CREEK LONG TERM MONITORING SITE.  THE GEIGER GRADE SAMPLE POINT IS LOCATED NORTH OF STEAMBOAT HOT SPRINGS NEAR THE INTERSECTION OF HWY 395 AND HWY 341. THE SAMPLE IS COLLECTED ON THE NORTH SIDE OF THE FIRST BRIDGE.  SAMPLES WERE TAKEN ON A BIMON,16050102,NA,NA,NA,NA,39.4022217,-119.74359890000001,NA,NA,NA,Unknown,NAD83,4396,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899382
21NEV1_WQX-NV06-102-T-022,Nitrogen,mg/l,66,NA,NA,1.7,Steamboat Creek @ Pembroke,21NEV1_WQX,21NEV1_WQX-NV06-102-T-022,39.49811940000001,-119.7238007,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Pembroke,Lake,STEAMBOAT CREEK LONG TERM MONITORING SITE.  SITE IS NO LONGER ACTIVE.  PEMBROKE SAMPLE SITE IS LOCATED IN HIDDEN VALLEY OUTSIDE OF THE RENO CITY LIMITS.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL JUNE 2002 AND QUARTERLY IN 2007 BY NDEP PERSONNEL.,16050102,NA,NA,NA,NA,39.49811940000001,-119.7238007,NA,NA,NA,Unknown,NAD83,4396,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899382
21NEV1_WQX-NV08-202-M-003,Nitrogen,mg/l,106,NA,NA,1.02,Carson River @ Weeks Bridge,21NEV1_WQX,21NEV1_WQX-NV08-202-M-003,39.29315950000001,-119.25129700000001,16050202,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River @ Weeks Bridge,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  CARSON RIVER ON US 95A BRIDGE AT WEEKS NV.  SAMPLES WERE TAKEN ON A MONTHLY BASIS UNTIL 1995 THEN BIMONTHLY AND THEN AFTER APRIL 2005 SEMI-ANNUALLY BY NDEP PERSONNEL.  NBEH (PRECURSOR TO NDEP) BEGAN SAMPLING AT THI,16050202,NA,NA,NA,NA,39.29315950000001,-119.25129700000001,NA,NA,NA,Unknown,NAD83,4178,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-31,459129600,14.548939082819984
21NEV1_WQX-NV08-203-M-001,Nitrogen,mg/l,88,NA,NA,1,Carson River Below Lahontan Dam,21NEV1_WQX,21NEV1_WQX-NV08-203-M-001,39.4636917,-119.0661011,16050203,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River Below Lahontan Dam,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  SAMPLE UNDER THE BRIDGE JUST BELOW LAHONTAN DAM.  SAMPLES WERE TAKEN ON A MONTHLY BASIS UNTIL 1995 THEN BIMONTHLY AND THEN AFTER APRIL 2005 SEMI-ANNUALLY BY NDEP PERSONNEL.,16050203,NA,NA,NA,NA,39.4636917,-119.0661011,NA,NA,NA,Unknown,NAD83,4042,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-31,459129600,14.548939082819984
21NEV1_WQX-NV08-201-EF-005,Nitrogen,mg/l,122,NA,NA,1.3,East Fork Carson River @ Williams Slough,21NEV1_WQX,21NEV1_WQX-NV08-201-EF-005,38.9707985,-119.7991028,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,East Fork Carson River @ Williams Slough,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  EAST FORK CARSON RIVER AT MULLER LANE BRIDGE UPSTREAM OF THE WILLIAMS SLOUGH DIVERSION.  SITE IS APPROXIMATELY 200 YARDS DOWNSTREAM OF DCSID1 AND MGSD TREATMENT FACILITY OUTFALLS.  SAMPLES WERE TAKEN ON A MONTHLY B,16050201,NA,NA,NA,NA,38.9707985,-119.7991028,NA,NA,NA,Unknown,NAD83,4696,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032853
21NEV1_WQX-NV08-201-EF-003,Nitrogen,mg/l,116,NA,NA,0.6,East Fork Carson River @ Riverview,21NEV1_WQX,21NEV1_WQX-NV08-201-EF-003,38.8761406,-119.6901016,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,East Fork Carson River @ Riverview,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  SITE HAS BEEN TEMPORARILY DISCONTINUED UNTIL NEXT STANDARDS REVIEW OF THE CARSON RIVER BASIN.  EAST FORK CARSON RIVER AT RIVERVIEW TRAILER PARK NEAR US 395.  SAMPLES WERE TAKEN ON A MONTHLY BASIS UNTIL 1995 THEN BI,16050201,NA,NA,NA,NA,38.8761406,-119.6901016,NA,NA,NA,Unknown,NAD83,4930,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032853
21NEV1_WQX-NV08-201-M-004,Nitrogen,mg/l,112,NA,NA,0.8600000000000002,Carson River near Mexican Gage,21NEV1_WQX,21NEV1_WQX-NV08-201-M-004,39.09978,-119.72710000000001,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River near Mexican Gage,River/Stream,From Cradlebaugh Bridge to Mexican Ditch Gage,16050201,NA,NA,NA,NA,39.09978,-119.72710000000001,NA,NA,NA,Unknown,UNKWN,4630,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,510,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032853
21NEV1_WQX-NV08-201-C-003,Nitrogen,mg/l,110,NA,NA,1.7,"Brockliss Slough, West Branch @ Muller Lane",21NEV1_WQX,21NEV1_WQX-NV08-201-C-003,38.97111,-119.83539999999999,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,"Brockliss Slough, West Branch @ Muller Lane",River/Stream,"From its divergence from the Carson River, West Fork to its confluence with the Carson River",16050201,NA,NA,NA,NA,38.97111,-119.83539999999999,NA,NA,NA,Unknown,UNKWN,4650,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032853
21NEV1_WQX-NV08-202-M-001,Nitrogen,mg/l,88,NA,NA,1.1900000000000004,Carson River @ New Empire Bridge,21NEV1_WQX,21NEV1_WQX-NV08-202-M-001,39.1812706,-119.6959,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River @ New Empire Bridge,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  SITE HAS BEEN TEMPORARILY DISCONTINUED UNTIL NEXT STANDARDS REVIEW OF THE CARSON RIVER BASIN.  CARSON RIVER ON DEER RUN ROAD BRIDGE NEAR NEW EMPIRE.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS BY NDEP PERSONNEL.  NBEH,16050201,NA,NA,NA,NA,39.1812706,-119.6959,NA,NA,NA,Unknown,NAD83,4600,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,510,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032853
21NEV1_WQX-NV04-108-M-008,Nitrogen,mg/l,108,NA,NA,1.44,Humboldt River Above Humboldt Sink,21NEV1_WQX,21NEV1_WQX-NV04-108-M-008,40.052020999999996,-118.4677963,16040108,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River Above Humboldt Sink,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  HUMBOLDT RIVER NEAR OLD HUMBOLDT SINK USGS GAGE #10336000.  SAMPLE IS TAKEN FROM THE DOWNSTREAM SIDE OF BRIDGE SPANNING THE HUMBOLDT RIVER APPROX. 9 MI SOUTH OF LOVELOCK NV ON THE ROAD LEADING TO WILDHORSE PASS.,16040108,NA,NA,NA,NA,40.052020999999996,-118.4677963,NA,NA,NA,Unknown,NAD83,3900,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-29,2013-08-14,458870400,14.54072553045859
21NEV1_WQX-NV06-101-T-006,Nitrogen,mg/l,132,NA,NA,0.6699999999999998,3rd Creek @ Lakeshore Drive,21NEV1_WQX,21NEV1_WQX-NV06-101-T-006,39.24023820000001,-119.94590000000001,16050101,21NEV1_WQX,Nevada Division of Environmental Protection,3rd Creek @ Lakeshore Drive,River/Stream,INCLINE CREEKS LONG TERM MONITORING SITE.  SAMPLES WERE TAKEN ON A QUARTERLY BASIS UNTIL OCTOBER 2004 THEN SEMI-ANNUALLY AFTER BY NDEP PERSONNEL.  NBEH (PRECURSOR TO NDEP) BEGAN SAMPLING AT THIS SITE ON 08-10-1966.,16050101,NA,NA,NA,NA,39.24023820000001,-119.94590000000001,NA,NA,NA,Unknown,NAD83,6240,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-16,2013-08-07,456710400,14.472279260780288
21NEV1_WQX-NV06-101-T-008,Nitrogen,mg/l,122,NA,NA,0.6,Incline Creek @ Lakeshore Drive,21NEV1_WQX,21NEV1_WQX-NV06-101-T-008,39.23987,-119.94480000000001,16050101,21NEV1_WQX,Nevada Division of Environmental Protection,Incline Creek @ Lakeshore Drive,River/Stream,"The EF from the ski resort to the WF, WF from Hwy 431 to the EF, and Incline Creek from the confluence of the EF and WF to Lake Tahoe",16050101,NA,NA,NA,NA,39.23987,-119.94480000000001,NA,NA,NA,Unknown,UNKWN,6240,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-16,2013-08-07,456710400,14.472279260780288
21NEV1_WQX-NV04-101-T-013,Nitrogen,mg/l,132,NA,NA,3.5,Maggie Creek @ SR 221 &[HUM02Maggie-2],21NEV1_WQX,21NEV1_WQX-NV04-101-T-013,40.7198296,-116.09429930000002,16040101,21NEV1_WQX,Nevada Division of Environmental Protection,Maggie Creek @ SR 221 &[HUM02Maggie-2],River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  MAGGIE CREEK ABOVE CARLIN.  SAMPLE TAKEN FROM MAGGIE CREEK BRIDGE AT SR 221.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN SEMI-ANNUALLY IN 2005 AND QUARTERLY IN 2008 BY NDEP PERSONNEL.  BIOASSE,16040101,NA,NA,NA,NA,40.7198296,-116.09429930000002,NA,NA,NA,Unknown,NAD83,4910,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-23,2013-07-17,454291200,14.39561943874059
21NEV1_WQX-NV04-101-M-005,Nitrogen,mg/l,120,NA,NA,2,Humboldt River @ Palisade,21NEV1_WQX,21NEV1_WQX-NV04-101-M-005,40.609218600000005,-116.20010380000001,16040101,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River @ Palisade,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  HUMBOLDT RIVER AT PALISADE USGS GAGE # 10322500. SAMPLE IS TAKEN FROM THE CONCRETE BRIDGE CROSSING THE HUMBOLDT RIVER NEAR OLD MINING TOWN OF PALISADE NV. SITE MAY BE ACCESSED EITHER BY TAKING THE PALISADE EXIT O,16040101,NA,NA,NA,NA,40.609218600000005,-116.20010380000001,NA,NA,NA,Unknown,NAD83,4840,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,011,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-23,2013-07-17,454291200,14.39561943874059
21NEV1_WQX-NV04-103-SF-002,Nitrogen,mg/l,114,NA,NA,1.87,South Fork Humboldt River below Dixie Creek,21NEV1_WQX,21NEV1_WQX-NV04-103-SF-002,40.745231600000004,-115.85949709999998,16040103,21NEV1_WQX,Nevada Division of Environmental Protection,South Fork Humboldt River below Dixie Creek,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  SAMPLE TAKEN FROM THE RIGHT BANK OF SOUTH FORK HUMBOLDT RIVER NEAR THE REMAINS OF AN OLD USGS GAGING GONDOLA # 10320000.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN SEMI-ANNUALLY IN 2005 AND Q,16040103,NA,NA,NA,NA,40.745231600000004,-115.85949709999998,NA,NA,NA,Unknown,NAD83,5000,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-24,2013-07-16,454118400,14.390143737166326
21NEV1_WQX-NV04-101-M-003,Nitrogen,mg/l,94,NA,NA,1.09,Humboldt River @ Osino Cutoff,21NEV1_WQX,21NEV1_WQX-NV04-101-M-003,40.9309249,-115.64007769999999,16040101,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River @ Osino Cutoff,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  SITE IS NO LONGER ACTIVE DUE TO LOSS OF ACCESS DUE TO CONSTRUCTION.  REPLACED BY NV04-101-M-008  HUMBOLDT RIVER NEAR ELKO USGS GAGE # 10318500 1 MILE EAST OF I- 80-OSINO EXIT. SAMPLE WAS TAKEN FROM THE RIGHT BANK,16040101,NA,NA,NA,NA,40.9309249,-115.64007769999999,NA,NA,NA,Unknown,NAD83,5130,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-24,2013-07-16,454118400,14.390143737166326
21NEV1_WQX-NV04-108-M-004,Nitrogen,mg/l,84,NA,NA,1,Humboldt River Below Rye Patch Reservoir,21NEV1_WQX,21NEV1_WQX-NV04-108-M-004,40.46815870000001,-118.30740360000001,16040108,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River Below Rye Patch Reservoir,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  HUMBOLDT RIVER AT RYE PATCH RESERVOIR USGS GAGE # 10334500.  SAMPLE TAKEN ON LEFT BANK OF RIVER ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN IN 2005 SEMI-ANNUALLY UNTIL QUARTERLY IN 2008 BY NDEP PERSONNEL.,16040108,NA,NA,NA,NA,40.46815870000001,-118.30740360000001,NA,NA,NA,Unknown,NAD83,4080,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-04-20,2013-08-14,451872000,14.318959616700889
