MonitoringLocationIdentifier,CharacteristicName,ResultMeasure.MeasureUnitCode,count,begin_datetime,end_datetime,max,station_nm,agency_cd,site_no,dec_lat_va,dec_lon_va,hucCd,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName,begin_date,end_date,date_range_interval,date_range_yrs
21NEV1_WQX-NV09-303-M-002,Nitrogen,mg/l,102,1999-01-21T21:10:00Z,2013-10-21T23:20:00Z,0.9400000000000001,Walker River @ Wabuska,21NEV1_WQX,21NEV1_WQX-NV09-303-M-002,39.1517601,-119.1001968,16050303,21NEV1_WQX,Nevada Division of Environmental Protection,Walker River @ Wabuska,River/Stream,WALKER RIVER LONG TERM MONITORING SITE.  WALKER RIVER AT J.J. RANCH - ALSO KNOWN AS PARKER RANCH OR JULIAN RANCH.  NOT KNOWN WHERE SAMPLE WAS TAKEN.  THIS STATION USED TO BE A NBEH (PRECURSOR TO NDEP) AND NDEP SAMPLING POINT WAS TAKEN ON A MONTHLY BASIS O,16050303,NA,NA,NA,NA,39.1517601,-119.1001968,NA,NA,NA,Unknown,NAD83,4298,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-21,2013-10-21,465436800,14.74880219028063
USGS-09421500,Nitrogen,mg/l,58,2001-12-04T18:30:00Z,2016-08-24T21:00:00Z,0.188,"COLORADO RV BLW HOOVER DAM, AZ-NV",USGS-NV,USGS-09421500,36.0152585,-114.7385936,15030101,USGS-NV,USGS Nevada Water Science Center,"COLORADO RV BLW HOOVER DAM, AZ-NV",Stream,NA,15030101,171700,sq mi,NA,NA,36.0152585,-114.7385936,24000,1,seconds,Interpolated from MAP.,NAD83,675.49,feet,33,feet,Interpolated from topographic map.,NGVD29,US,32,003,NA,NA,NA,NA,NA,NA,NA,NA,NWIS,2001-12-04,2016-08-24,464572800,14.72142368240931
21NEV1_WQX-NV06-102-T-015,Nitrogen,mg/l,94,1999-02-02T18:00:00Z,2013-10-16T16:50:00Z,1.21,Steamboat Creek @ Rhodes Road,21NEV1_WQX,21NEV1_WQX-NV06-102-T-015,39.3771706,-119.7437973,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Rhodes Road,River/Stream,STEAMBOAT CREEK LONG TERM MONITORING SITE.  THE RHODES ROAD STATION IS LOCATED ON THE EAST SIDE OF HWY 395 NORTH.   SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL JUNE 2002 AND QUARTERLY AFTER JUNE 2004 BY NDEP PERSONNEL.,16050102,NA,NA,NA,NA,39.3771706,-119.7437973,NA,NA,NA,Unknown,NAD83,4675,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899384
21NEV1_WQX-NV06-102-T-018,Nitrogen,mg/l,80,1999-02-02T19:55:00Z,2013-10-16T20:50:00Z,1.87,Steamboat Creek @ Short Lane,21NEV1_WQX,21NEV1_WQX-NV06-102-T-018,39.4661598,-119.7288971,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Short Lane,Lake,STEAMBOAT CREEK LONG TERM MONITORING SITE.  SHORT LANE SAMPLE SITE IS LOCATED IN THE RENO CITY LIMITS.  SAMPLE IS COLLECTED ON THE DOWNSTREAM SIDE OF THE BRIDGE NEXT TO THE WASHOE COUNTY STAFF GAGE.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL JUNE 2002,16050102,NA,NA,NA,NA,39.4661598,-119.7288971,NA,NA,NA,Unknown,NAD83,4298,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899384
21NEV1_WQX-NV06-102-T-017,Nitrogen,mg/l,70,1999-02-02T18:15:00Z,2013-10-16T17:20:00Z,1.04,Steamboat Creek @ Geiger Grade,21NEV1_WQX,21NEV1_WQX-NV06-102-T-017,39.4022217,-119.7435989,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Geiger Grade,Lake,STEAMBOAT CREEK LONG TERM MONITORING SITE.  THE GEIGER GRADE SAMPLE POINT IS LOCATED NORTH OF STEAMBOAT HOT SPRINGS NEAR THE INTERSECTION OF HWY 395 AND HWY 341. THE SAMPLE IS COLLECTED ON THE NORTH SIDE OF THE FIRST BRIDGE.  SAMPLES WERE TAKEN ON A BIMON,16050102,NA,NA,NA,NA,39.4022217,-119.7435989,NA,NA,NA,Unknown,NAD83,4396,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899384
21NEV1_WQX-NV06-102-T-022,Nitrogen,mg/l,66,1999-02-02T21:25:00Z,2013-10-16T21:20:00Z,1.7,Steamboat Creek @ Pembroke,21NEV1_WQX,21NEV1_WQX-NV06-102-T-022,39.4981194,-119.7238007,16050102,21NEV1_WQX,Nevada Division of Environmental Protection,Steamboat Creek @ Pembroke,Lake,STEAMBOAT CREEK LONG TERM MONITORING SITE.  SITE IS NO LONGER ACTIVE.  PEMBROKE SAMPLE SITE IS LOCATED IN HIDDEN VALLEY OUTSIDE OF THE RENO CITY LIMITS.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL JUNE 2002 AND QUARTERLY IN 2007 BY NDEP PERSONNEL.,16050102,NA,NA,NA,NA,39.4981194,-119.7238007,NA,NA,NA,Unknown,NAD83,4396,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-02,2013-10-16,463968000,14.702258726899384
21NEV1_WQX-NV08-202-M-003,Nitrogen,mg/l,106,1999-01-12T17:50:00Z,2013-07-31T17:35:00Z,1.02,Carson River @ Weeks Bridge,21NEV1_WQX,21NEV1_WQX-NV08-202-M-003,39.2931595,-119.251297,16050202,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River @ Weeks Bridge,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  CARSON RIVER ON US 95A BRIDGE AT WEEKS NV.  SAMPLES WERE TAKEN ON A MONTHLY BASIS UNTIL 1995 THEN BIMONTHLY AND THEN AFTER APRIL 2005 SEMI-ANNUALLY BY NDEP PERSONNEL.  NBEH (PRECURSOR TO NDEP) BEGAN SAMPLING AT THI,16050202,NA,NA,NA,NA,39.2931595,-119.251297,NA,NA,NA,Unknown,NAD83,4178,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,019,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-31,459129600,14.548939082819986
21NEV1_WQX-NV08-203-M-001,Nitrogen,mg/l,88,1999-01-12T18:30:00Z,2013-07-31T18:30:00Z,1,Carson River Below Lahontan Dam,21NEV1_WQX,21NEV1_WQX-NV08-203-M-001,39.4636917,-119.0661011,16050203,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River Below Lahontan Dam,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  SAMPLE UNDER THE BRIDGE JUST BELOW LAHONTAN DAM.  SAMPLES WERE TAKEN ON A MONTHLY BASIS UNTIL 1995 THEN BIMONTHLY AND THEN AFTER APRIL 2005 SEMI-ANNUALLY BY NDEP PERSONNEL.,16050203,NA,NA,NA,NA,39.4636917,-119.0661011,NA,NA,NA,Unknown,NAD83,4042,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-31,459129600,14.548939082819986
21NEV1_WQX-NV08-201-EF-005,Nitrogen,mg/l,122,1999-01-12T20:25:00Z,2013-07-30T19:25:00Z,1.3,East Fork Carson River @ Williams Slough,21NEV1_WQX,21NEV1_WQX-NV08-201-EF-005,38.9707985,-119.7991028,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,East Fork Carson River @ Williams Slough,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  EAST FORK CARSON RIVER AT MULLER LANE BRIDGE UPSTREAM OF THE WILLIAMS SLOUGH DIVERSION.  SITE IS APPROXIMATELY 200 YARDS DOWNSTREAM OF DCSID1 AND MGSD TREATMENT FACILITY OUTFALLS.  SAMPLES WERE TAKEN ON A MONTHLY B,16050201,NA,NA,NA,NA,38.9707985,-119.7991028,NA,NA,NA,Unknown,NAD83,4696,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032855
21NEV1_WQX-NV08-201-EF-003,Nitrogen,mg/l,116,1999-01-12T18:45:00Z,2013-07-30T17:35:00Z,0.6,East Fork Carson River @ Riverview,21NEV1_WQX,21NEV1_WQX-NV08-201-EF-003,38.8761406,-119.6901016,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,East Fork Carson River @ Riverview,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  SITE HAS BEEN TEMPORARILY DISCONTINUED UNTIL NEXT STANDARDS REVIEW OF THE CARSON RIVER BASIN.  EAST FORK CARSON RIVER AT RIVERVIEW TRAILER PARK NEAR US 395.  SAMPLES WERE TAKEN ON A MONTHLY BASIS UNTIL 1995 THEN BI,16050201,NA,NA,NA,NA,38.8761406,-119.6901016,NA,NA,NA,Unknown,NAD83,4930,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032855
21NEV1_WQX-NV08-201-M-004,Nitrogen,mg/l,112,1999-01-12T22:05:00Z,2013-07-30T22:55:00Z,0.8600000000000001,Carson River near Mexican Gage,21NEV1_WQX,21NEV1_WQX-NV08-201-M-004,39.09978,-119.7271,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River near Mexican Gage,River/Stream,From Cradlebaugh Bridge to Mexican Ditch Gage,16050201,NA,NA,NA,NA,39.09978,-119.7271,NA,NA,NA,Unknown,UNKWN,4630,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,510,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032855
21NEV1_WQX-NV08-201-C-003,Nitrogen,mg/l,110,1999-01-12T20:50:00Z,2013-07-30T20:05:00Z,1.7,"Brockliss Slough, West Branch @ Muller Lane",21NEV1_WQX,21NEV1_WQX-NV08-201-C-003,38.97111,-119.8354,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,"Brockliss Slough, West Branch @ Muller Lane",River/Stream,"From its divergence from the Carson River, West Fork to its confluence with the Carson River",16050201,NA,NA,NA,NA,38.97111,-119.8354,NA,NA,NA,Unknown,UNKWN,4650,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,005,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032855
21NEV1_WQX-NV08-202-M-001,Nitrogen,mg/l,88,1999-01-12T22:40:00Z,2013-07-30T23:45:00Z,1.1900000000000002,Carson River @ New Empire Bridge,21NEV1_WQX,21NEV1_WQX-NV08-202-M-001,39.1812706,-119.6959,16050201,21NEV1_WQX,Nevada Division of Environmental Protection,Carson River @ New Empire Bridge,River/Stream,CARSON RIVER LONG TERM MONITORING SITE.  SITE HAS BEEN TEMPORARILY DISCONTINUED UNTIL NEXT STANDARDS REVIEW OF THE CARSON RIVER BASIN.  CARSON RIVER ON DEER RUN ROAD BRIDGE NEAR NEW EMPIRE.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS BY NDEP PERSONNEL.  NBEH,16050201,NA,NA,NA,NA,39.1812706,-119.6959,NA,NA,NA,Unknown,NAD83,4600,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,510,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-12,2013-07-30,459043200,14.546201232032855
21NEV1_WQX-NV04-108-M-008,Nitrogen,mg/l,108,1999-01-29T00:30:00Z,2013-08-14T17:35:00Z,1.44,Humboldt River Above Humboldt Sink,21NEV1_WQX,21NEV1_WQX-NV04-108-M-008,40.052021,-118.4677963,16040108,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River Above Humboldt Sink,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  HUMBOLDT RIVER NEAR OLD HUMBOLDT SINK USGS GAGE #10336000.  SAMPLE IS TAKEN FROM THE DOWNSTREAM SIDE OF BRIDGE SPANNING THE HUMBOLDT RIVER APPROX. 9 MI SOUTH OF LOVELOCK NV ON THE ROAD LEADING TO WILDHORSE PASS.,16040108,NA,NA,NA,NA,40.052021,-118.4677963,NA,NA,NA,Unknown,NAD83,3900,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-01-29,2013-08-14,458870400,14.54072553045859
21NEV1_WQX-NV06-101-T-006,Nitrogen,mg/l,132,1999-02-16T19:10:00Z,2013-08-07T19:00:00Z,0.6699999999999999,3rd Creek @ Lakeshore Drive,21NEV1_WQX,21NEV1_WQX-NV06-101-T-006,39.2402382,-119.9459,16050101,21NEV1_WQX,Nevada Division of Environmental Protection,3rd Creek @ Lakeshore Drive,River/Stream,INCLINE CREEKS LONG TERM MONITORING SITE.  SAMPLES WERE TAKEN ON A QUARTERLY BASIS UNTIL OCTOBER 2004 THEN SEMI-ANNUALLY AFTER BY NDEP PERSONNEL.  NBEH (PRECURSOR TO NDEP) BEGAN SAMPLING AT THIS SITE ON 08-10-1966.,16050101,NA,NA,NA,NA,39.2402382,-119.9459,NA,NA,NA,Unknown,NAD83,6240,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-16,2013-08-07,456710400,14.472279260780287
21NEV1_WQX-NV06-101-T-008,Nitrogen,mg/l,122,1999-02-16T18:55:00Z,2013-08-07T18:45:00Z,0.6,Incline Creek @ Lakeshore Drive,21NEV1_WQX,21NEV1_WQX-NV06-101-T-008,39.23987,-119.9448,16050101,21NEV1_WQX,Nevada Division of Environmental Protection,Incline Creek @ Lakeshore Drive,River/Stream,"The EF from the ski resort to the WF, WF from Hwy 431 to the EF, and Incline Creek from the confluence of the EF and WF to Lake Tahoe",16050101,NA,NA,NA,NA,39.23987,-119.9448,NA,NA,NA,Unknown,UNKWN,6240,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-16,2013-08-07,456710400,14.472279260780287
21NEV1_WQX-NV04-101-T-013,Nitrogen,mg/l,132,1999-02-23T23:15:00Z,2013-07-17T17:10:00Z,3.5,Maggie Creek @ SR 221 &[HUM02Maggie-2],21NEV1_WQX,21NEV1_WQX-NV04-101-T-013,40.7198296,-116.0942993,16040101,21NEV1_WQX,Nevada Division of Environmental Protection,Maggie Creek @ SR 221 &[HUM02Maggie-2],River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  MAGGIE CREEK ABOVE CARLIN.  SAMPLE TAKEN FROM MAGGIE CREEK BRIDGE AT SR 221.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN SEMI-ANNUALLY IN 2005 AND QUARTERLY IN 2008 BY NDEP PERSONNEL.  BIOASSE,16040101,NA,NA,NA,NA,40.7198296,-116.0942993,NA,NA,NA,Unknown,NAD83,4910,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-23,2013-07-17,454291200,14.395619438740589
21NEV1_WQX-NV04-101-M-005,Nitrogen,mg/l,120,1999-02-23T22:20:00Z,2013-07-17T16:30:00Z,2,Humboldt River @ Palisade,21NEV1_WQX,21NEV1_WQX-NV04-101-M-005,40.6092186,-116.2001038,16040101,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River @ Palisade,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  HUMBOLDT RIVER AT PALISADE USGS GAGE # 10322500. SAMPLE IS TAKEN FROM THE CONCRETE BRIDGE CROSSING THE HUMBOLDT RIVER NEAR OLD MINING TOWN OF PALISADE NV. SITE MAY BE ACCESSED EITHER BY TAKING THE PALISADE EXIT O,16040101,NA,NA,NA,NA,40.6092186,-116.2001038,NA,NA,NA,Unknown,NAD83,4840,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,011,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-23,2013-07-17,454291200,14.395619438740589
21NEV1_WQX-NV04-103-SF-002,Nitrogen,mg/l,114,1999-02-24T17:45:00Z,2013-07-16T21:50:00Z,1.87,South Fork Humboldt River below Dixie Creek,21NEV1_WQX,21NEV1_WQX-NV04-103-SF-002,40.7452316,-115.8594971,16040103,21NEV1_WQX,Nevada Division of Environmental Protection,South Fork Humboldt River below Dixie Creek,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  SAMPLE TAKEN FROM THE RIGHT BANK OF SOUTH FORK HUMBOLDT RIVER NEAR THE REMAINS OF AN OLD USGS GAGING GONDOLA # 10320000.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN SEMI-ANNUALLY IN 2005 AND Q,16040103,NA,NA,NA,NA,40.7452316,-115.8594971,NA,NA,NA,Unknown,NAD83,5000,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-24,2013-07-16,454118400,14.390143737166325
21NEV1_WQX-NV04-101-M-003,Nitrogen,mg/l,94,1999-02-24T19:45:00Z,2013-07-16T20:10:00Z,1.09,Humboldt River @ Osino Cutoff,21NEV1_WQX,21NEV1_WQX-NV04-101-M-003,40.9309249,-115.6400777,16040101,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River @ Osino Cutoff,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  SITE IS NO LONGER ACTIVE DUE TO LOSS OF ACCESS DUE TO CONSTRUCTION.  REPLACED BY NV04-101-M-008  HUMBOLDT RIVER NEAR ELKO USGS GAGE # 10318500 1 MILE EAST OF I- 80-OSINO EXIT. SAMPLE WAS TAKEN FROM THE RIGHT BANK,16040101,NA,NA,NA,NA,40.9309249,-115.6400777,NA,NA,NA,Unknown,NAD83,5130,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-24,2013-07-16,454118400,14.390143737166325
21NEV1_WQX-NV04-108-M-004,Nitrogen,mg/l,84,1999-04-20T17:15:00Z,2013-08-14T16:25:00Z,1,Humboldt River Below Rye Patch Reservoir,21NEV1_WQX,21NEV1_WQX-NV04-108-M-004,40.4681587,-118.3074036,16040108,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River Below Rye Patch Reservoir,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  HUMBOLDT RIVER AT RYE PATCH RESERVOIR USGS GAGE # 10334500.  SAMPLE TAKEN ON LEFT BANK OF RIVER ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN IN 2005 SEMI-ANNUALLY UNTIL QUARTERLY IN 2008 BY NDEP PERSONNEL.,16040108,NA,NA,NA,NA,40.4681587,-118.3074036,NA,NA,NA,Unknown,NAD83,4080,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,027,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-04-20,2013-08-14,451872000,14.318959616700889
21NEV1_WQX-NV03-102-M-003,Nitrogen,mg/l,104,1999-03-24T21:10:00Z,2013-07-16T02:55:00Z,0.59,Jarbidge River below Jarbidge,21NEV1_WQX,21NEV1_WQX-NV03-102-M-003,41.8784294,-115.4304962,17050102,21NEV1_WQX,Nevada Division of Environmental Protection,Jarbidge River below Jarbidge,River/Stream,SNAKE RIVER DRAINAGE LONG TERM MONITORING SITE.  COLLECT SAMPLE NORTH OF TOWN WHERE ROAD CROSSES THE RIVER.  SAMPLES WERE TAKEN ANNUALLY FROM 07-13-1988 AND INCREASED TO THREE TIMES A YEAR ON 03-29-1995 AND DECREASED TO SEMI-ANNUALLY IN 2008 BY NDEP PERSO,17050102,NA,NA,NA,NA,41.8784294,-115.4304962,NA,NA,NA,Unknown,NAD83,6030,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-03-24,2013-07-16,451699200,14.313483915126625
21NEV1_WQX-NV03-213-M-001,Nitrogen,mg/l,90,1999-03-24T18:10:00Z,2013-07-16T15:30:00Z,0.9,Salmon Falls Creek,21NEV1_WQX,21NEV1_WQX-NV03-213-M-001,41.9434586,-114.6875,17040213,21NEV1_WQX,Nevada Division of Environmental Protection,Salmon Falls Creek,River/Stream,SNAKE RIVER DRAINAGE LONG TERM MONITORING SITE.  SAMPLES WERE TAKEN ANNUALLY FROM 07-13-1988 AND INCREASED TO THREE TIMES A YEAR ON 03-29-1995 AND DECREASE TO SEMI-ANNUALLY IN 2008 BY NDEP PERSONNEL.  NBEH (PRECURSOR TO NDEP) BEGAN SAMPLING AT THIS SITE O,17040213,NA,NA,NA,NA,41.9434586,-114.6875,NA,NA,NA,Unknown,NAD83,5080,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-03-24,2013-07-16,451699200,14.313483915126625
21NEV1_WQX-NV04-101-T-002,Nitrogen,mg/l,98,1999-04-21T20:10:00Z,2013-07-16T17:30:00Z,1,Marys River,21NEV1_WQX,21NEV1_WQX-NV04-101-T-002,41.2528496,-115.2562027,16040101,21NEV1_WQX,Nevada Division of Environmental Protection,Marys River,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  MARY'S RIVER ABOVE HOT SPRINGS CREEK.  SAMPLE IS TAKEN FROM THE RIGHT BANK OF MARY'S RIVER NEAR THE USGS GAGE # 10315500.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN IN 2005 SEMI-ANNUALLY AND,16040101,NA,NA,NA,NA,41.2528496,-115.2562027,NA,NA,NA,Unknown,NAD83,5522,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-04-21,2013-07-16,449280000,14.236824093086927
21NEV1_WQX-NV04-102-NF-002,Nitrogen,mg/l,92,1999-04-21T22:50:00Z,2013-07-16T00:15:00Z,2.3699999999999997,North Fork Humboldt River @ North Fork Ranch,21NEV1_WQX,21NEV1_WQX-NV04-102-NF-002,41.5740585,-115.9112015,16040102,21NEV1_WQX,Nevada Division of Environmental Protection,North Fork Humboldt River @ North Fork Ranch,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  THIS STATION WAS PREVIOUSLY SAMPLED BY DESERT RESEARCH INSTITUTE.  THIS SITE IS BELOW THE ABANDONED INDEPENDENCE MINING COMPANY PIT.  SAMPLES WERE TAKEN ON A BIMONTHLY BASIS UNTIL AUGUST 2004 THEN SEMI-ANNUALLY I,16040102,NA,NA,NA,NA,41.5740585,-115.9112015,NA,NA,NA,Unknown,NAD83,6822,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-04-21,2013-07-16,449280000,14.236824093086927
21NEV1_WQX-NV04-108-M-001,Nitrogen,mg/l,106,1999-02-23T20:05:00Z,2013-04-10T02:00:00Z,1.1,Humboldt River @ Comus,21NEV1_WQX,21NEV1_WQX-NV04-108-M-001,40.9725113,-117.3993988,16040105,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River @ Comus,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  HUMBOLDT RIVER NEAR COMUS USGS GAGE # 10327500.  SAMPLE IS NOW TAKEN FROM THE DOWNSTREAM SIDE OF THE CONCRETE BRIDGE CROSSING THE HUMBOLDT APPROX. 7 MI NE OF GOLCONDA NV ON SAR 789.  SAMPLES WERE TAKEN ON A BIMON,16040105,NA,NA,NA,NA,40.9725113,-117.3993988,NA,NA,NA,Unknown,NAD83,4400,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,013,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-23,2013-04-10,445824000,14.127310061601642
21NEV1_WQX-NV04-105-M-001,Nitrogen,mg/l,74,1999-02-23T21:00:00Z,2013-04-09T18:00:00Z,1.09,Humboldt River @ Battle Mountain,21NEV1_WQX,21NEV1_WQX-NV04-105-M-001,40.66782,-116.9311981,16040105,21NEV1_WQX,Nevada Division of Environmental Protection,Humboldt River @ Battle Mountain,River/Stream,HUMBOLDT RIVER LONG TERM MONITORING SITE.  SITE HAS BEEN TEMPORARILY DISCONTINUED UNTIL NEXT STANDARDS REVIEW OF THE LOWER HUMBOLDT RIVER BASIN.  HUMBOLDT RIVER AT BATTLE MOUNTAIN USGS GAGE # 10325000. SAMPLE WAS TAKEN FROM THE CONCRETE BRIDGE CROSSING TH,16040105,NA,NA,NA,NA,40.66782,-116.9311981,NA,NA,NA,Unknown,NAD83,4507,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,015,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-02-23,2013-04-09,445737600,14.124572210814511
21NEV1_WQX-NV03-102-M-001,Nitrogen,mg/l,56,1999-07-07T16:55:00Z,2013-07-16T01:30:00Z,0.51,Bruneau River @ Mink Ranch,21NEV1_WQX,21NEV1_WQX-NV03-102-M-001,41.9114685,-115.6748962,17050102,21NEV1_WQX,Nevada Division of Environmental Protection,Bruneau River @ Mink Ranch,River/Stream,SNAKE RIVER DRAINAGE LONG TERM MONITORING SITE.  SAMPLE TAKEN FROM BRIDGE.  SAMPLES WERE TAKEN ANNUALLY FROM 06-28-1988 AND INCREASED TO THREE TIMES A YEAR ON 03-28-1995 AND DECREASED TO SEMI-ANNUALLY IN 2008 BY NDEP PERSONNEL.  NBEH (PRECURSOR TO NDEP) B,17050102,NA,NA,NA,NA,41.9114685,-115.6748962,NA,NA,NA,Unknown,NAD83,5060,ft,NA,NA,Topographic Map Interpolation,SEALV,US,32,007,NA,NA,NA,NA,NA,NA,NA,NA,STORET,1999-07-07,2013-07-16,442627200,14.026009582477755
